parent_sku,reason,registered_at,ProductID,Name
PRINT-DZU8Y-RL100,amazon_prime_warehouse_only,2026-06-17T14:10:01.400783+00:00,14239179,"sloganitto Personalised Cotton Tote Bag with Long Handles, Custom Text Photo Design Shopper Bag, Reusable Shoulder Carry Tote for Gifts, Events, School, Work and Everyday Essentials"
